1: (('white', 'dis_0'), 'forward', ('white', 'dis_0'), -1.0, False)
903: (('yellow', 'dis_1'), 'forward', ('white', 'dis_2'), -13.0, False)
904: (('yellow', 'dis_1'), 'forward', ('white', 'dis_3'), -14.0, False)
905: (('yellow', 'dis_1'), 'forward', ('white', 'dis_4'), -15.0, False)
906: (('yellow', 'dis_1'), 'forward', ('yellow', 'dis_0'), -1.0, False)
907: (('yellow', 'dis_1'), 'forward', ('yellow', 'dis_1'), -2.0, False)
908: (('yellow', 'dis_1'), 'forward', ('yellow', 'dis_2'), -3.0, False)
909: (('yellow', 'dis_1'), 'forward', ('yellow', 'dis_3'), -4.0, False)
910: (('yellow', 'dis_1'), 'forward', ('yellow', 'dis_4'), -5.0, False)
911: (('yellow', 'dis_1'), 'forward', ('blue', 'dis_0'), 29.0, False)
912: (('yellow', 'dis_1'), 'forward', ('blue', 'dis_1'), 28.0, False)
913: (('yellow', 'dis_1'), 'forward', ('blue', 'dis_2'), 27.0, False)
914: (('yellow', 'dis_1'), 'forward', ('blue', 'dis_3'), 26.0, False)
915: (('yellow', 'dis_1'), 'forward', ('blue', 'dis_4'), 25.0, False)
916: (('yellow', 'dis_1'), 'forward', ('red', 'dis_0'), 39.0, False)
917: (('yellow', 'dis_1'), 'forward', ('red', 'dis_1'), 38.0, False)
918: (('yellow', 'dis_1'), 'forward', ('red', 'dis_2'), 37.0, False)
919: (('yellow', 'dis_1'), 'forward', ('red', 'dis_3'), 36.0, False)
920: (('yellow', 'dis_1'), 'forward', ('red', 'dis_4'), 135.0, True)
921: (('yellow', 'dis_1'), 'forward', ('black', 'dis_0'), 49.0, False)
922: (('yellow', 'dis_1'), 'forward', ('black', 'dis_1'), 48.0, False)
923: (('yellow', 'dis_1'), 'forward', ('black', 'dis_2'), 47.0, False)
924: (('yellow', 'dis_1'), 'forward', ('black', 'dis_3'), 46.0, False)
925: (('yellow', 'dis_1'), 'forward', ('black', 'dis_4'), 45.0, False)
926: (('yellow', 'dis_1'), 'forward', ('brown', 'dis_0'), 99.0, False)
927: (('yellow', 'dis_1'), 'forward', ('brown', 'dis_1'), 98.0, False)
928: (('yellow', 'dis_1'), 'forward', ('brown', 'dis_2'), 97.0, False)
929: (('yellow', 'dis_1'), 'forward', ('brown', 'dis_3'), 96.0, False)
930: (('yellow', 'dis_1'), 'forward', ('brown', 'dis_4'), 95.0, False)
931: (('yellow', 'dis_1'), 'backward', ('white', 'dis_0'), -11.0, False)
932: (('yellow', 'dis_1'), 'backward', ('white', 'dis_1'), -12.0, False)
933: (('yellow', 'dis_1'), 'backward', ('white', 'dis_2'), -13.0, False)
934: (('yellow', 'dis_1'), 'backward', ('white', 'dis_3'), -14.0, False)
935: (('yellow', 'dis_1'), 'backward', ('white', 'dis_4'), -15.0, False)
936: (('yellow', 'dis_1'), 'backward', ('yellow', 'dis_0'), -1.0, False)
937: (('yellow', 'dis_1'), 'backward', ('yellow', 'dis_1'), -2.0, False)
938: (('yellow', 'dis_1'), 'backward', ('yellow', 'dis_2'), -3.0, False)
939: (('yellow', 'dis_1'), 'backward', ('yellow', 'dis_3'), -4.0, False)
940: (('yellow', 'dis_1'), 'backward', ('yellow', 'dis_4'), -5.0, False)
941: (('yellow', 'dis_1'), 'backward', ('blue', 'dis_0'), 29.0, False)
942: (('yellow', 'dis_1'), 'backward', ('blue', 'dis_1'), 28.0, False)
943: (('yellow', 'dis_1'), 'backward', ('blue', 'dis_2'), 27.0, False)
944: (('yellow', 'dis_1'), 'backward', ('blue', 'dis_3'), 26.0, False)
945: (('yellow', 'dis_1'), 'backward', ('blue', 'dis_4'), 25.0, False)
946: (('yellow', 'dis_1'), 'backward', ('red', 'dis_0'), 39.0, False)
947: (('yellow', 'dis_1'), 'backward', ('red', 'dis_1'), 38.0, False)
948: (('yellow', 'dis_1'), 'backward', ('red', 'dis_2'), 37.0, False)
949: (('yellow', 'dis_1'), 'backward', ('red', 'dis_3'), 36.0, False)
950: (('yellow', 'dis_1'), 'backward', ('red', 'dis_4'), 135.0, True)
951: (('yellow', 'dis_1'), 'backward', ('black', 'dis_0'), 49.0, False)
952: (('yellow', 'dis_1'), 'backward', ('black', 'dis_1'), 48.0, False)
953: (('yellow', 'dis_1'), 'backward', ('black', 'dis_2'), 47.0, False)
954: (('yellow', 'dis_1'), 'backward', ('black', 'dis_3'), 46.0, False)
955: (('yellow', 'dis_1'), 'backward', ('black', 'dis_4'), 45.0, False)
956: (('yellow', 'dis_1'), 'backward', ('brown', 'dis_0'), 99.0, False)
957: (('yellow', 'dis_1'), 'backward', ('brown', 'dis_1'), 98.0, False)
958: (('yellow', 'dis_1'), 'backward', ('brown', 'dis_2'), 97.0, False)
959: (('yellow', 'dis_1'), 'backward', ('brown', 'dis_3'), 96.0, False)
960: (('yellow', 'dis_1'), 'backward', ('brown', 'dis_4'), 95.0, False)
961: (('yellow', 'dis_1'), 'right', ('white', 'dis_0'), -11.0, False)
962: (('yellow', 'dis_1'), 'right', ('white', 'dis_1'), -12.0, False)
963: (('yellow', 'dis_1'), 'right', ('white', 'dis_2'), -13.0, False)
964: (('yellow', 'dis_1'), 'right', ('white', 'dis_3'), -14.0, False)
965: (('yellow', 'dis_1'), 'right', ('white', 'dis_4'), -15.0, False)
966: (('yellow', 'dis_1'), 'right', ('yellow', 'dis_0'), -1.0, False)
967: (('yellow', 'dis_1'), 'right', ('yellow', 'dis_1'), -2.0, False)
968: (('yellow', 'dis_1'), 'right', ('yellow', 'dis_2'), -3.0, False)
969: (('yellow', 'dis_1'), 'right', ('yellow', 'dis_3'), -4.0, False)
970: (('yellow', 'dis_1'), 'right', ('yellow', 'dis_4'), -5.0, False)
971: (('yellow', 'dis_1'), 'right', ('blue', 'dis_0'), 29.0, False)
972: (('yellow', 'dis_1'), 'right', ('blue', 'dis_1'), 28.0, False)
973: (('yellow', 'dis_1'), 'right', ('blue', 'dis_2'), 27.0, False)
974: (('yellow', 'dis_1'), 'right', ('blue', 'dis_3'), 26.0, False)
975: (('yellow', 'dis_1'), 'right', ('blue', 'dis_4'), 25.0, False)
976: (('yellow', 'dis_1'), 'right', ('red', 'dis_0'), 39.0, False)
977: (('yellow', 'dis_1'), 'right', ('red', 'dis_1'), 38.0, False)
978: (('yellow', 'dis_1'), 'right', ('red', 'dis_2'), 37.0, False)
979: (('yellow', 'dis_1'), 'right', ('red', 'dis_3'), 36.0, False)
980: (('yellow', 'dis_1'), 'right', ('red', 'dis_4'), 135.0, True)
981: (('yellow', 'dis_1'), 'right', ('black', 'dis_0'), 49.0, False)
982: (('yellow', 'dis_1'), 'right', ('black', 'dis_1'), 48.0, False)
983: (('yellow', 'dis_1'), 'right', ('black', 'dis_2'), 47.0, False)
984: (('yellow', 'dis_1'), 'right', ('black', 'dis_3'), 46.0, False)
985: (('yellow', 'dis_1'), 'right', ('black', 'dis_4'), 45.0, False)
986: (('yellow', 'dis_1'), 'right', ('brown', 'dis_0'), 99.0, False)
987: (('yellow', 'dis_1'), 'right', ('brown', 'dis_1'), 98.0, False)
988: (('yellow', 'dis_1'), 'right', ('brown', 'dis_2'), 97.0, False)
989: (('yellow', 'dis_1'), 'right', ('brown', 'dis_3'), 96.0, False)
990: (('yellow', 'dis_1'), 'right', ('brown', 'dis_4'), 95.0, False)
991: (('yellow', 'dis_1'), 'left', ('white', 'dis_0'), -11.0, False)
992: (('yellow', 'dis_1'), 'left', ('white', 'dis_1'), -12.0, False)
993: (('yellow', 'dis_1'), 'left', ('white', 'dis_2'), -13.0, False)
994: (('yellow', 'dis_1'), 'left', ('white', 'dis_3'), -14.0, False)
995: (('yellow', 'dis_1'), 'left', ('white', 'dis_4'), -15.0, False)
996: (('yellow', 'dis_1'), 'left', ('yellow', 'dis_0'), -1.0, False)
997: (('yellow', 'dis_1'), 'left', ('yellow', 'dis_1'), -2.0, False)
998: (('yellow', 'dis_1'), 'left', ('yellow', 'dis_2'), -3.0, False)
999: (('yellow', 'dis_1'), 'left', ('yellow', 'dis_3'), -4.0, False)
1000: (('yellow', 'dis_1'), 'left', ('yellow', 'dis_4'), -5.0, False)
1001: (('yellow', 'dis_1'), 'left', ('blue', 'dis_0'), 29.0, False)
1002: (('yellow', 'dis_1'), 'left', ('blue', 'dis_1'), 28.0, False)
1003: (('yellow', 'dis_1'), 'left', ('blue', 'dis_2'), 27.0, False)
1004: (('yellow', 'dis_1'), 'left', ('blue', 'dis_3'), 26.0, False)
1005: (('yellow', 'dis_1'), 'left', ('blue', 'dis_4'), 25.0, False)
1006: (('yellow', 'dis_1'), 'left', ('red', 'dis_0'), 39.0, False)
1007: (('yellow', 'dis_1'), 'left', ('red', 'dis_1'), 38.0, False)
1008: (('yellow', 'dis_1'), 'left', ('red', 'dis_2'), 37.0, False)
1009: (('yellow', 'dis_1'), 'left', ('red', 'dis_3'), 36.0, False)
1010: (('yellow', 'dis_1'), 'left', ('red', 'dis_4'), 135.0, True)
1011: (('yellow', 'dis_1'), 'left', ('black', 'dis_0'), 49.0, False)
1012: (('yellow', 'dis_1'), 'left', ('black', 'dis_1'), 48.0, False)
1013: (('yellow', 'dis_1'), 'left', ('black', 'dis_2'), 47.0, False)
1014: (('yellow', 'dis_1'), 'left', ('black', 'dis_3'), 46.0, False)
1015: (('yellow', 'dis_1'), 'left', ('black', 'dis_4'), 45.0, False)
1016: (('yellow', 'dis_1'), 'left', ('brown', 'dis_0'), 99.0, False)
1017: (('yellow', 'dis_1'), 'left', ('brown', 'dis_1'), 98.0, False)
1018: (('yellow', 'dis_1'), 'left', ('brown', 'dis_2'), 97.0, False)
1019: (('yellow', 'dis_1'), 'left', ('brown', 'dis_3'), 96.0, False)
1020: (('yellow', 'dis_1'), 'left', ('brown', 'dis_4'), 95.0, False)
1021: (('yellow', 'dis_1'), 'stop', ('white', 'dis_0'), -11.0, False)
1022: (('yellow', 'dis_1'), 'stop', ('white', 'dis_1'), -12.0, False)
1023: (('yellow', 'dis_1'), 'stop', ('white', 'dis_2'), -13.0, False)
1024: (('yellow', 'dis_1'), 'stop', ('white', 'dis_3'), -14.0, False)
1025: (('yellow', 'dis_1'), 'stop', ('white', 'dis_4'), -15.0, False)
1026: (('yellow', 'dis_1'), 'stop', ('yellow', 'dis_0'), -1.0, False)
1027: (('yellow', 'dis_1'), 'stop', ('yellow', 'dis_1'), -2.0, False)
1028: (('yellow', 'dis_1'), 'stop', ('yellow', 'dis_2'), -3.0, False)
1029: (('yellow', 'dis_1'), 'stop', ('yellow', 'dis_3'), -4.0, False)
1030: (('yellow', 'dis_1'), 'stop', ('yellow', 'dis_4'), -5.0, False)
1031: (('yellow', 'dis_1'), 'stop', ('blue', 'dis_0'), 29.0, False)
1032: (('yellow', 'dis_1'), 'stop', ('blue', 'dis_1'), 28.0, False)
1033: (('yellow', 'dis_1'), 'stop', ('blue', 'dis_2'), 27.0, False)
1034: (('yellow', 'dis_1'), 'stop', ('blue', 'dis_3'), 26.0, False)
1035: (('yellow', 'dis_1'), 'stop', ('blue', 'dis_4'), 25.0, False)
1036: (('yellow', 'dis_1'), 'stop', ('red', 'dis_0'), 39.0, False)
1037: (('yellow', 'dis_1'), 'stop', ('red', 'dis_1'), 38.0, False)
1038: (('yellow', 'dis_1'), 'stop', ('red', 'dis_2'), 37.0, False)
1039: (('yellow', 'dis_1'), 'stop', ('red', 'dis_3'), 36.0, False)
1040: (('yellow', 'dis_1'), 'stop', ('red', 'dis_4'), 135.0, True)
1041: (('yellow', 'dis_1'), 'stop', ('black', 'dis_0'), 49.0, False)
1042: (('yellow', 'dis_1'), 'stop', ('black', 'dis_1'), 48.0, False)
1043: (('yellow', 'dis_1'), 'stop', ('black', 'dis_2'), 47.0, False)
1044: (('yellow', 'dis_1'), 'stop', ('black', 'dis_3'), 46.0, False)
1045: (('yellow', 'dis_1'), 'stop', ('black', 'dis_4'), 45.0, False)
1046: (('yellow', 'dis_1'), 'stop', ('brown', 'dis_0'), 99.0, False)
1047: (('yellow', 'dis_1'), 'stop', ('brown', 'dis_1'), 98.0, False)
1048: (('yellow', 'dis_1'), 'stop', ('brown', 'dis_2'), 97.0, False)
1049: (('yellow', 'dis_1'), 'stop', ('brown', 'dis_3'), 96.0, False)
1050: (('yellow', 'dis_1'), 'stop', ('brown', 'dis_4'), 95.0, False)
1051: (('yellow', 'dis_2'), 'forward', ('white', 'dis_0'), -11.0, False)
1052: (('yellow', 'dis_2'), 'forward', ('white', 'dis_1'), -12.0, False)
1053: (('yellow', 'dis_2'), 'forward', ('white', 'dis_2'), -13.0, False)
1054: (('yellow', 'dis_2'), 'forward', ('white', 'dis_3'), -14.0, False)
1055: (('yellow', 'dis_2'), 'forward', ('white', 'dis_4'), -15.0, False)
1056: (('yellow', 'dis_2'), 'forward', ('yellow', 'dis_0'), -1.0, False)
1057: (('yellow', 'dis_2'), 'forward', ('yellow', 'dis_1'), -2.0, False)
1058: (('yellow', 'dis_2'), 'forward', ('yellow', 'dis_2'), -3.0, False)
1059: (('yellow', 'dis_2'), 'forward', ('yellow', 'dis_3'), -4.0, False)
1060: (('yellow', 'dis_2'), 'forward', ('yellow', 'dis_4'), -5.0, False)
1061: (('yellow', 'dis_2'), 'forward', ('blue', 'dis_0'), 29.0, False)
1062: (('yellow', 'dis_2'), 'forward', ('blue', 'dis_1'), 28.0, False)
1063: (('yellow', 'dis_2'), 'forward', ('blue', 'dis_2'), 27.0, False)
1064: (('yellow', 'dis_2'), 'forward', ('blue', 'dis_3'), 26.0, False)
1065: (('yellow', 'dis_2'), 'forward', ('blue', 'dis_4'), 25.0, False)
1066: (('yellow', 'dis_2'), 'forward', ('red', 'dis_0'), 39.0, False)
1067: (('yellow', 'dis_2'), 'forward', ('red', 'dis_1'), 38.0, False)
1068: (('yellow', 'dis_2'), 'forward', ('red', 'dis_2'), 37.0, False)
1069: (('yellow', 'dis_2'), 'forward', ('red', 'dis_3'), 36.0, False)
1070: (('yellow', 'dis_2'), 'forward', ('red', 'dis_4'), 135.0, True)
1071: (('yellow', 'dis_2'), 'forward', ('black', 'dis_0'), 49.0, False)
1072: (('yellow', 'dis_2'), 'forward', ('black', 'dis_1'), 48.0, False)
1073: (('yellow', 'dis_2'), 'forward', ('black', 'dis_2'), 47.0, False)
1074: (('yellow', 'dis_2'), 'forward', ('black', 'dis_3'), 46.0, False)
1075: (('yellow', 'dis_2'), 'forward', ('black', 'dis_4'), 45.0, False)
1076: (('yellow', 'dis_2'), 'forward', ('brown', 'dis_0'), 99.0, False)
1077: (('yellow', 'dis_2'), 'forward', ('brown', 'dis_1'), 98.0, False)
1078: (('yellow', 'dis_2'), 'forward', ('brown', 'dis_2'), 97.0, False)
1079: (('yellow', 'dis_2'), 'forward', ('brown', 'dis_3'), 96.0, False)
1080: (('yellow', 'dis_2'), 'forward', ('brown', 'dis_4'), 95.0, False)
1081: (('yellow', 'dis_2'), 'backward', ('white', 'dis_0'), -11.0, False)
1082: (('yellow', 'dis_2'), 'backward', ('white', 'dis_1'), -12.0, False)
1083: (('yellow', 'dis_2'), 'backward', ('white', 'dis_2'), -13.0, False)
1084: (('yellow', 'dis_2'), 'backward', ('white', 'dis_3'), -14.0, False)
1085: (('yellow', 'dis_2'), 'backward', ('white', 'dis_4'), -15.0, False)
1086: (('yellow', 'dis_2'), 'backward', ('yellow', 'dis_0'), -1.0, False)
1087: (('yellow', 'dis_2'), 'backward', ('yellow', 'dis_1'), -2.0, False)
1088: (('yellow', 'dis_2'), 'backward', ('yellow', 'dis_2'), -3.0, False)
1089: (('yellow', 'dis_2'), 'backward', ('yellow', 'dis_3'), -4.0, False)
1090: (('yellow', 'dis_2'), 'backward', ('yellow', 'dis_4'), -5.0, False)
1091: (('yellow', 'dis_2'), 'backward', ('blue', 'dis_0'), 29.0, False)
1092: (('yellow', 'dis_2'), 'backward', ('blue', 'dis_1'), 28.0, False)
1093: (('yellow', 'dis_2'), 'backward', ('blue', 'dis_2'), 27.0, False)
1094: (('yellow', 'dis_2'), 'backward', ('blue', 'dis_3'), 26.0, False)
1095: (('yellow', 'dis_2'), 'backward', ('blue', 'dis_4'), 25.0, False)
1096: (('yellow', 'dis_2'), 'backward', ('red', 'dis_0'), 39.0, False)
1097: (('yellow', 'dis_2'), 'backward', ('red', 'dis_1'), 38.0, False)
1098: (('yellow', 'dis_2'), 'backward', ('red', 'dis_2'), 37.0, False)
1099: (('yellow', 'dis_2'), 'backward', ('red', 'dis_3'), 36.0, False)
1100: (('yellow', 'dis_2'), 'backward', ('red', 'dis_4'), 135.0, True)
1101: (('yellow', 'dis_2'), 'backward', ('black', 'dis_0'), 49.0, False)
1102: (('yellow', 'dis_2'), 'backward', ('black', 'dis_1'), 48.0, False)
1103: (('yellow', 'dis_2'), 'backward', ('black', 'dis_2'), 47.0, False)
1104: (('yellow', 'dis_2'), 'backward', ('black', 'dis_3'), 46.0, False)
1105: (('yellow', 'dis_2'), 'backward', ('black', 'dis_4'), 45.0, False)
1106: (('yellow', 'dis_2'), 'backward', ('brown', 'dis_0'), 99.0, False)
1107: (('yellow', 'dis_2'), 'backward', ('brown', 'dis_1'), 98.0, False)
1108: (('yellow', 'dis_2'), 'backward', ('brown', 'dis_2'), 97.0, False)
1109: (('yellow', 'dis_2'), 'backward', ('brown', 'dis_3'), 96.0, False)
1110: (('yellow', 'dis_2'), 'backward', ('brown', 'dis_4'), 95.0, False)
1111: (('yellow', 'dis_2'), 'right', ('white', 'dis_0'), -11.0, False)
1112: (('yellow', 'dis_2'), 'right', ('white', 'dis_1'), -12.0, False)
1113: (('yellow', 'dis_2'), 'right', ('white', 'dis_2'), -13.0, False)
1114: (('yellow', 'dis_2'), 'right', ('white', 'dis_3'), -14.0, False)
1115: (('yellow', 'dis_2'), 'right', ('white', 'dis_4'), -15.0, False)
1116: (('yellow', 'dis_2'), 'right', ('yellow', 'dis_0'), -1.0, False)
1117: (('yellow', 'dis_2'), 'right', ('yellow', 'dis_1'), -2.0, False)
1118: (('yellow', 'dis_2'), 'right', ('yellow', 'dis_2'), -3.0, False)
1119: (('yellow', 'dis_2'), 'right', ('yellow', 'dis_3'), -4.0, False)
1120: (('yellow', 'dis_2'), 'right', ('yellow', 'dis_4'), -5.0, False)
1121: (('yellow', 'dis_2'), 'right', ('blue', 'dis_0'), 29.0, False)
1122: (('yellow', 'dis_2'), 'right', ('blue', 'dis_1'), 28.0, False)
1123: (('yellow', 'dis_2'), 'right', ('blue', 'dis_2'), 27.0, False)
1124: (('yellow', 'dis_2'), 'right', ('blue', 'dis_3'), 26.0, False)
1125: (('yellow', 'dis_2'), 'right', ('blue', 'dis_4'), 25.0, False)
1126: (('yellow', 'dis_2'), 'right', ('red', 'dis_0'), 39.0, False)
1127: (('yellow', 'dis_2'), 'right', ('red', 'dis_1'), 38.0, False)
1128: (('yellow', 'dis_2'), 'right', ('red', 'dis_2'), 37.0, False)
1129: (('yellow', 'dis_2'), 'right', ('red', 'dis_3'), 36.0, False)
1130: (('yellow', 'dis_2'), 'right', ('red', 'dis_4'), 135.0, True)
1131: (('yellow', 'dis_2'), 'right', ('black', 'dis_0'), 49.0, False)
1132: (('yellow', 'dis_2'), 'right', ('black', 'dis_1'), 48.0, False)
1133: (('yellow', 'dis_2'), 'right', ('black', 'dis_2'), 47.0, False)
1134: (('yellow', 'dis_2'), 'right', ('black', 'dis_3'), 46.0, False)
1135: (('yellow', 'dis_2'), 'right', ('black', 'dis_4'), 45.0, False)
1136: (('yellow', 'dis_2'), 'right', ('brown', 'dis_0'), 99.0, False)
1137: (('yellow', 'dis_2'), 'right', ('brown', 'dis_1'), 98.0, False)
1138: (('yellow', 'dis_2'), 'right', ('brown', 'dis_2'), 97.0, False)
1139: (('yellow', 'dis_2'), 'right', ('brown', 'dis_3'), 96.0, False)
1140: (('yellow', 'dis_2'), 'right', ('brown', 'dis_4'), 95.0, False)
1141: (('yellow', 'dis_2'), 'left', ('white', 'dis_0'), -11.0, False)
1142: (('yellow', 'dis_2'), 'left', ('white', 'dis_1'), -12.0, False)
1143: (('yellow', 'dis_2'), 'left', ('white', 'dis_2'), -13.0, False)
1144: (('yellow', 'dis_2'), 'left', ('white', 'dis_3'), -14.0, False)
1145: (('yellow', 'dis_2'), 'left', ('white', 'dis_4'), -15.0, False)
1146: (('yellow', 'dis_2'), 'left', ('yellow', 'dis_0'), -1.0, False)
1147: (('yellow', 'dis_2'), 'left', ('yellow', 'dis_1'), -2.0, False)
1148: (('yellow', 'dis_2'), 'left', ('yellow', 'dis_2'), -3.0, False)
1149: (('yellow', 'dis_2'), 'left', ('yellow', 'dis_3'), -4.0, False)
1150: (('yellow', 'dis_2'), 'left', ('yellow', 'dis_4'), -5.0, False)
1151: (('yellow', 'dis_2'), 'left', ('blue', 'dis_0'), 29.0, False)
1152: (('yellow', 'dis_2'), 'left', ('blue', 'dis_1'), 28.0, False)
1153: (('yellow', 'dis_2'), 'left', ('blue', 'dis_2'), 27.0, False)
1154: (('yellow', 'dis_2'), 'left', ('blue', 'dis_3'), 26.0, False)
1155: (('yellow', 'dis_2'), 'left', ('blue', 'dis_4'), 25.0, False)
1156: (('yellow', 'dis_2'), 'left', ('red', 'dis_0'), 39.0, False)
1157: (('yellow', 'dis_2'), 'left', ('red', 'dis_1'), 38.0, False)
1158: (('yellow', 'dis_2'), 'left', ('red', 'dis_2'), 37.0, False)
1159: (('yellow', 'dis_2'), 'left', ('red', 'dis_3'), 36.0, False)
1160: (('yellow', 'dis_2'), 'left', ('red', 'dis_4'), 135.0, True)
1161: (('yellow', 'dis_2'), 'left', ('black', 'dis_0'), 49.0, False)
1162: (('yellow', 'dis_2'), 'left', ('black', 'dis_1'), 48.0, False)
1163: (('yellow', 'dis_2'), 'left', ('black', 'dis_2'), 47.0, False)
1164: (('yellow', 'dis_2'), 'left', ('black', 'dis_3'), 46.0, False)
1165: (('yellow', 'dis_2'), 'left', ('black', 'dis_4'), 45.0, False)
1166: (('yellow', 'dis_2'), 'left', ('brown', 'dis_0'), 99.0, False)
1167: (('yellow', 'dis_2'), 'left', ('brown', 'dis_1'), 98.0, False)
1168: (('yellow', 'dis_2'), 'left', ('brown', 'dis_2'), 97.0, False)
1169: (('yellow', 'dis_2'), 'left', ('brown', 'dis_3'), 96.0, False)
1170: (('yellow', 'dis_2'), 'left', ('brown', 'dis_4'), 95.0, False)
1171: (('yellow', 'dis_2'), 'stop', ('white', 'dis_0'), -11.0, False)
1172: (('yellow', 'dis_2'), 'stop', ('white', 'dis_1'), -12.0, False)
1173: (('yellow', 'dis_2'), 'stop', ('white', 'dis_2'), -13.0, False)
1174: (('yellow', 'dis_2'), 'stop', ('white', 'dis_3'), -14.0, False)
1175: (('yellow', 'dis_2'), 'stop', ('white', 'dis_4'), -15.0, False)
1176: (('yellow', 'dis_2'), 'stop', ('yellow', 'dis_0'), -1.0, False)
1177: (('yellow', 'dis_2'), 'stop', ('yellow', 'dis_1'), -2.0, False)
1178: (('yellow', 'dis_2'), 'stop', ('yellow', 'dis_2'), -3.0, False)
1179: (('yellow', 'dis_2'), 'stop', ('yellow', 'dis_3'), -4.0, False)
1180: (('yellow', 'dis_2'), 'stop', ('yellow', 'dis_4'), -5.0, False)
1181: (('yellow', 'dis_2'), 'stop', ('blue', 'dis_0'), 29.0, False)
1182: (('yellow', 'dis_2'), 'stop', ('blue', 'dis_1'), 28.0, False)
1183: (('yellow', 'dis_2'), 'stop', ('blue', 'dis_2'), 27.0, False)
1184: (('yellow', 'dis_2'), 'stop', ('blue', 'dis_3'), 26.0, False)
1185: (('yellow', 'dis_2'), 'stop', ('blue', 'dis_4'), 25.0, False)
1186: (('yellow', 'dis_2'), 'stop', ('red', 'dis_0'), 39.0, False)
1187: (('yellow', 'dis_2'), 'stop', ('red', 'dis_1'), 38.0, False)
1188: (('yellow', 'dis_2'), 'stop', ('red', 'dis_2'), 37.0, False)
1189: (('yellow', 'dis_2'), 'stop', ('red', 'dis_3'), 36.0, False)
1190: (('yellow', 'dis_2'), 'stop', ('red', 'dis_4'), 135.0, True)
1191: (('yellow', 'dis_2'), 'stop', ('black', 'dis_0'), 49.0, False)
1192: (('yellow', 'dis_2'), 'stop', ('black', 'dis_1'), 48.0, False)
1193: (('yellow', 'dis_2'), 'stop', ('black', 'dis_2'), 47.0, False)
1194: (('yellow', 'dis_2'), 'stop', ('black', 'dis_3'), 46.0, False)
1195: (('yellow', 'dis_2'), 'stop', ('black', 'dis_4'), 45.0, False)
1196: (('yellow', 'dis_2'), 'stop', ('brown', 'dis_0'), 99.0, False)
1197: (('yellow', 'dis_2'), 'stop', ('brown', 'dis_1'), 98.0, False)
1198: (('yellow', 'dis_2'), 'stop', ('brown', 'dis_2'), 97.0, False)
1199: (('yellow', 'dis_2'), 'stop', ('brown', 'dis_3'), 96.0, False)
1200: (('yellow', 'dis_2'), 'stop', ('brown', 'dis_4'), 95.0, False)
1201: (('yellow', 'dis_3'), 'forward', ('white', 'dis_0'), -11.0, False)
1202: (('yellow', 'dis_3'), 'forward', ('white', 'dis_1'), -12.0, False)
1203: (('yellow', 'dis_3'), 'forward', ('white', 'dis_2'), -13.0, False)
1204: (('yellow', 'dis_3'), 'forward', ('white', 'dis_3'), -14.0, False)
1205: (('yellow', 'dis_3'), 'forward', ('white', 'dis_4'), -15.0, False)
1206: (('yellow', 'dis_3'), 'forward', ('yellow', 'dis_0'), -1.0, False)
1207: (('yellow', 'dis_3'), 'forward', ('yellow', 'dis_1'), -2.0, False)
1208: (('yellow', 'dis_3'), 'forward', ('yellow', 'dis_2'), -3.0, False)
1209: (('yellow', 'dis_3'), 'forward', ('yellow', 'dis_3'), -4.0, False)
1210: (('yellow', 'dis_3'), 'forward', ('yellow', 'dis_4'), -5.0, False)
1211: (('yellow', 'dis_3'), 'forward', ('blue', 'dis_0'), 29.0, False)
1212: (('yellow', 'dis_3'), 'forward', ('blue', 'dis_1'), 28.0, False)
1213: (('yellow', 'dis_3'), 'forward', ('blue', 'dis_2'), 27.0, False)
1214: (('yellow', 'dis_3'), 'forward', ('blue', 'dis_3'), 26.0, False)
1215: (('yellow', 'dis_3'), 'forward', ('blue', 'dis_4'), 25.0, False)
1216: (('yellow', 'dis_3'), 'forward', ('red', 'dis_0'), 39.0, False)
1217: (('yellow', 'dis_3'), 'forward', ('red', 'dis_1'), 38.0, False)
1218: (('yellow', 'dis_3'), 'forward', ('red', 'dis_2'), 37.0, False)
1219: (('yellow', 'dis_3'), 'forward', ('red', 'dis_3'), 36.0, False)
1220: (('yellow', 'dis_3'), 'forward', ('red', 'dis_4'), 135.0, True)
1221: (('yellow', 'dis_3'), 'forward', ('black', 'dis_0'), 49.0, False)
1222: (('yellow', 'dis_3'), 'forward', ('black', 'dis_1'), 48.0, False)
1223: (('yellow', 'dis_3'), 'forward', ('black', 'dis_2'), 47.0, False)
1224: (('yellow', 'dis_3'), 'forward', ('black', 'dis_3'), 46.0, False)
1225: (('yellow', 'dis_3'), 'forward', ('black', 'dis_4'), 45.0, False)
1226: (('yellow', 'dis_3'), 'forward', ('brown', 'dis_0'), 99.0, False)
1227: (('yellow', 'dis_3'), 'forward', ('brown', 'dis_1'), 98.0, False)
1228: (('yellow', 'dis_3'), 'forward', ('brown', 'dis_2'), 97.0, False)
1229: (('yellow', 'dis_3'), 'forward', ('brown', 'dis_3'), 96.0, False)
1230: (('yellow', 'dis_3'), 'forward', ('brown', 'dis_4'), 95.0, False)
1231: (('yellow', 'dis_3'), 'backward', ('white', 'dis_0'), -11.0, False)
1232: (('yellow', 'dis_3'), 'backward', ('white', 'dis_1'), -12.0, False)
1233: (('yellow', 'dis_3'), 'backward', ('white', 'dis_2'), -13.0, False)
1234: (('yellow', 'dis_3'), 'backward', ('white', 'dis_3'), -14.0, False)
